item_id,order_id,product_id,quantity,unit_price,discount_percent
2046,828,289,2,393.13,13
2155,873,510,3,546.54,0
216,80,183,2,621.19,0
1043,418,456,3,1337.54,69
81,29,176,4,967.5,0
835,328,88,1,594.22,0
1806,733,418,1,1095.65,2
326,124,189,5,837.68,13
791,311,224,3,709.88,0
429,161,203,5,641.16,36
923,363,344,5,394.11,11
1450,584,476,5,740.81,8
1731,701,221,1,1184.56,0
383,143,162,2,1012.56,0
527,198,244,4,427.57,29
1486,598,153,5,608.86,17
1544,624,464,4,395.47,30
9,5,169,-3,675.16,0
1918,773,354,5,473.1,26
691,267,267,2,299.74,0
518,195,180,5,818.85,4
79,29,128,5,1496.65,94
376,141,181,5,1242.81,0
941,371,349,4,890.93,11
1470,591,267,3,286.13,0
1818,738,369,4,1061.67,0
1094,436,333,4,799.0,0
2071,837,252,1,609.19,6
1013,405,293,2,130.75,6
1318,532,145,5,1771.14,21
509,190,318,2,545.65,10
1571,636,493,5,1470.3,0
1372,554,428,2,332.87,0
2052,831,6,3,1109.71,0
318,120,344,1,299.31,6
424,159,1,2,961.87,13
417,155,215,3,203.24,0
1617,653,276,4,610.4,0
1261,514,269,2,1491.3,54
717,278,428,4,233.54,41
699,270,279,2,766.37,0
766,301,31,4,489.04,0
1375,555,496,5,1101.47,0
1444,581,509,5,633.07,35
1191,484,156,2,22.49,0
366,136,317,4,511.22,15
859,336,247,4,987.25,14
994,393,95,3,735.39,0
1655,671,59,3,399.56,0
1595,645,367,2,1317.0,30
1959,790,306,1,597.08,0
2102,851,395,3,264.86,2
232,88,334,2,189.96,0
740,289,245,4,1165.65,11
939,370,275,5,934.5,11
171,64,300,5,9.1,0
1580,639,161,1,972.79,10
2084,843,113,4,400.59,0
1433,576,167,3,314.74,0
1082,432,189,-1,1331.72,0
953,376,37,3,740.11,9
2063,834,452,4,1381.86,0
1238,504,162,1,969.49,0
289,111,271,5,710.29,9
269,103,173,4,976.71,0
621,235,274,4,564.92,23
336,127,262,3,329.19,89
1618,654,34,3,293.49,0
3,2,482,4,1433.99,0
1666,676,20,2,339.53,0
848,333,161,1,930.89,0
1352,546,251,2,1267.55,0
307,118,404,-5,349.75,0
2129,861,42,4,306.09,0
268,103,215,4,189.34,15
172,64,133,5,178.83,27
348,130,171,1,459.46,8
1508,609,403,2,870.34,5
759,297,15,3,722.87,29
1898,766,249,3,1138.69,0
2039,826,200,5,586.29,0
1461,587,366,-4,1417.51,0
185,69,391,2,841.41,10
2115,856,214,2,396.86,0
1907,769,233,2,1880.94,0
924,364,179,1,621.97,10
630,239,233,4,1641.27,27
1374,555,220,4,755.91,36
1349,545,86,1,1369.19,15
2049,829,85,5,742.9,59
1246,508,157,1,751.16,83
796,313,291,2,40.51,0
1148,463,94,1,851.76,0
1243,507,274,1,463.46,0
1667,677,206,2,1272.89,0
1155,466,37,3,610.22,13
2156,873,208,4,1314.06,0
519,195,359,1,982.99,0
138,50,241,5,732.01,47
1606,650,422,4,1262.75,0
1529,619,228,-4,506.88,47
1423,572,115,3,1180.55,0
1130,457,440,4,455.14,15
2118,856,7,3,202.25,4
1640,665,285,1,1578.5,0
1947,785,147,4,975.42,0
36,14,487,5,406.34,0
586,220,84,4,1325.56,6
1789,728,418,1,1111.98,0
1017,406,436,5,897.22,0
381,142,112,3,795.92,0
1937,781,296,2,413.81,0
8,5,390,4,746.99,2
1513,610,192,5,1025.2,0
2044,828,323,5,648.23,31
337,128,241,5,545.84,54
566,214,8,1,760.94,37
139,50,267,4,188.81,0
1392,561,262,4,381.95,4
768,301,399,2,1909.35,13
1315,532,29,5,571.11,17
828,326,74,4,1144.36,0
1478,595,131,3,420.29,0
273,104,364,3,1279.29,14
1135,459,472,4,540.42,0
33,13,441,4,1443.26,24
1257,511,434,1,189.24,9
2117,856,208,3,1535.74,26
819,322,121,2,767.81,2
1116,449,493,4,1186.42,0
1202,488,492,2,1187.4,0
1495,602,418,2,1431.09,0
1350,545,146,1,630.89,0
1047,420,277,2,780.68,37
2019,816,186,5,103.01,31
1046,419,177,5,251.91,0
2193,887,5,3,342.29,0
871,341,198,1,1097.02,7
1210,491,96,1,598.72,0
1836,745,3,5,214.62,97
628,237,352,2,938.09,14
639,245,433,1,1339.59,0
1582,639,217,4,800.89,16
874,343,349,4,1251.39,33
2041,826,409,1,1463.51,39
567,214,258,-4,650.0,2
1359,548,158,3,1415.47,11
1362,550,446,2,340.46,2
1866,755,444,3,751.37,0
1540,623,317,2,354.44,72
1923,776,415,2,937.14,6
178,66,141,1,203.96,31
1154,465,145,4,1243.3,18
644,248,298,5,746.16,0
818,322,33,3,991.51,0
1028,411,404,3,183.32,0
1108,445,436,3,1290.83,0
160,59,409,5,1685.16,0
1214,492,73,5,792.59,0
741,289,494,2,998.76,0
1593,645,145,1,1741.71,13
503,187,50,1,1010.06,7
123,45,268,3,773.53,0
144,52,361,4,1212.62,0
2036,823,285,4,1429.89,27
60,22,96,4,640.47,0
956,377,490,4,623.06,14
533,201,482,2,1606.49,11
1821,739,137,2,261.87,0
28,12,358,4,325.95,0
1686,683,288,2,504.43,1
1386,559,510,3,814.25,0
1284,520,119,3,1061.28,1
1297,524,339,3,793.96,0
2214,897,113,3,240.22,0
1645,666,281,-2,1110.2,37
1912,771,450,1,1219.22,13
2068,836,396,3,344.6,3
749,292,152,5,1475.25,10
1831,744,4,2,605.67,10
684,264,154,5,653.66,35
1633,660,117,5,662.64,6
1224,498,319,5,360.78,0
2113,855,290,4,898.48,0
540,204,208,4,1529.61,25
1613,652,169,4,521.48,0
1528,618,145,2,1725.75,0
1160,468,40,3,302.18,0
1037,415,297,3,688.7,0
1671,679,11,2,592.47,18
816,322,232,2,1110.41,13
764,299,463,2,443.88,39
1320,533,401,2,642.71,0
1436,577,168,3,264.42,5
1688,684,269,4,1627.17,0
96,35,247,1,581.77,1
67,25,357,5,412.56,13
120,43,499,1,103.66,25
122,44,278,4,302.98,0
1144,462,287,1,1307.39,0
1729,701,167,4,314.33,0
965,381,103,4,1834.11,0
650,251,433,2,1462.59,0
2123,859,2,2,1140.52,8
181,67,230,3,441.16,13
611,231,170,2,284.1,0
1904,769,53,3,757.69,0
1451,585,358,4,285.18,9
912,359,479,1,181.62,0
1934,780,343,3,515.38,16
165,61,43,-2,731.04,13
727,283,380,2,692.83,0
957,377,7,4,180.23,0
1752,712,446,2,248.68,0
1697,686,38,1,322.74,0
47,17,431,4,1031.98,0
308,118,74,3,882.25,40
544,205,288,3,502.73,0
2181,883,508,4,701.48,29
1260,513,103,5,1075.44,2
2186,885,5,2,568.62,96
1142,461,446,3,403.35,21
860,337,11,2,501.03,0
954,377,62,3,358.52,32
1720,697,466,2,1431.93,0
1811,736,479,4,279.19,40
492,183,182,4,291.43,19
57,20,81,3,734.94,4
1815,737,271,2,677.48,14
1249,509,233,4,1537.82,31
914,360,408,5,707.21,0
390,146,256,1,317.29,27
726,282,322,1,1480.63,71
284,107,427,1,1147.17,2
685,264,394,5,864.68,2
1029,411,153,4,394.26,5
585,220,330,2,734.79,3
491,183,384,4,1777.88,32
588,221,193,3,1585.33,4
559,211,109,-1,127.44,4
767,301,349,5,1507.46,45
1381,558,416,3,781.0,0
543,205,481,4,1316.06,13
1016,406,292,3,508.6,1
1001,398,220,2,1351.97,13
2170,879,96,3,567.66,3
1044,419,449,1,1176.83,0
85,31,91,3,849.08,0
1910,770,422,5,798.76,0
1692,685,414,1,995.2,8
2189,886,62,1,346.78,3
1356,547,86,2,931.33,0
1599,647,212,2,145.76,0
795,312,501,1,274.29,29
1654,670,175,1,204.03,59
847,332,68,3,829.44,28
1518,614,308,4,405.87,17
1689,684,438,4,927.35,13
946,373,396,1,537.39,2
1899,767,196,3,405.51,8
1807,734,452,2,1593.49,29
2010,812,32,3,350.82,0
618,234,24,1,37.07,7
1981,798,453,2,176.42,34
1300,526,49,5,1489.27,0
451,170,432,3,84.77,29
1895,765,138,1,297.51,8
98,36,122,4,193.7,28
977,386,481,5,1776.45,0
1876,758,117,5,933.67,13
1834,744,54,4,520.6,0
2048,829,228,-3,728.94,0
1469,591,412,3,1224.17,6
456,171,111,4,26.57,1
1783,726,191,-2,715.01,0
309,118,356,2,1116.91,0
1307,529,110,2,540.77,0
1512,610,443,1,743.73,0
215,79,188,5,181.8,0
2124,859,63,1,751.8,0
2029,821,88,1,716.79,8
774,303,320,4,873.34,45
1814,737,507,4,808.66,11
1398,563,107,1,239.0,0
826,325,55,1,1171.46,0
1487,599,33,5,1548.88,0
2104,851,78,1,345.33,0
577,217,499,2,182.39,0
623,235,279,2,912.86,0
520,196,147,1,610.22,9
1663,674,422,2,1197.15,0
1960,790,454,1,208.88,6
398,148,499,5,146.38,0
1370,553,335,2,628.5,15
301,115,134,1,713.12,0
2105,851,219,1,453.17,0
671,257,195,3,567.75,6
794,312,502,3,286.76,0
443,166,488,2,360.66,0
100,37,112,2,1276.8,0
973,385,273,4,692.36,1
1288,521,8,1,491.5,15
1074,430,432,3,70.6,1
718,278,156,2,17.63,0
942,372,495,4,1144.77,34
1003,399,181,2,1412.84,61
302,115,342,4,57.41,0
756,296,3,5,238.07,10
1800,732,231,-5,1504.01,0
1491,601,165,1,602.14,10
2083,842,428,4,225.68,0
2154,872,38,3,570.03,0
1331,538,329,4,1305.71,9
173,65,455,3,1185.65,23
683,264,454,1,165.67,0
1808,735,434,5,134.85,0
1389,560,456,4,1062.8,1
1534,620,355,1,1431.71,0
1125,454,76,5,1031.09,0
1774,722,381,3,518.98,1
290,111,95,2,1076.99,7
163,60,355,1,1305.17,10
1748,710,313,2,99.25,0
174,65,310,3,1461.83,0
1325,536,256,2,370.79,0
2081,841,452,5,1822.55,37
1718,696,96,5,465.88,17
1049,420,434,1,184.37,0
662,255,77,1,412.07,92
402,149,477,4,1099.61,16
1547,626,309,3,681.61,5
107,40,2,1,671.14,0
1589,643,240,5,668.17,0
834,328,164,5,967.09,3
501,186,139,5,489.14,2
2100,849,50,2,1041.23,10
589,221,124,2,340.63,0
1327,537,470,1,287.71,0
1455,586,389,2,153.75,0
1675,680,141,4,159.82,0
147,53,266,4,303.97,0
1054,422,255,5,515.43,3
617,234,277,1,501.6,0
771,302,204,1,1292.7,0
354,133,439,3,1153.18,0
877,345,418,2,1103.42,0
1941,783,293,4,187.51,9
663,255,444,3,1018.45,25
1383,559,253,2,150.26,12
493,184,111,5,29.51,0
1550,626,241,5,490.39,0
677,261,11,1,816.42,0
267,103,485,1,152.38,0
69,26,257,2,141.49,15
616,233,488,-2,336.22,30
1940,782,86,3,967.63,0
913,360,105,5,759.73,0
679,262,363,4,918.38,3
1517,613,143,5,1425.55,0
1204,488,283,2,338.23,5
1100,440,397,2,705.37,0
966,381,291,4,52.57,0
148,54,512,4,866.13,0
1694,685,377,5,544.47,4
1879,759,287,4,768.29,7
1893,764,518,3,921.02,0
2006,811,260,3,717.82,0
1730,701,383,-2,529.32,0
94,34,465,5,865.64,0
637,244,504,1,1169.14,38
703,272,363,2,1144.15,14
993,392,24,2,23.05,15
470,175,332,2,1559.41,4
1957,789,229,1,790.55,0
1377,557,206,5,1465.05,87
838,330,415,3,512.99,5
687,265,298,4,1006.29,1
664,256,396,1,657.64,9
570,215,327,3,1178.78,28
39,15,129,2,1087.43,0
672,258,128,1,1415.36,31
1477,595,191,2,719.22,2
1179,479,349,5,831.79,0
1460,587,191,-4,673.02,10
1311,530,268,1,1310.62,27
1792,729,406,3,292.26,15
2027,820,295,5,80.53,0
1854,751,428,4,184.43,26
582,219,288,5,384.06,35
1443,581,436,2,899.37,0
2031,822,100,5,1508.13,5
1153,464,496,4,999.52,0
1368,552,165,2,341.8,0
600,226,406,2,170.56,50
1007,401,132,3,183.45,0
788,309,118,4,871.35,0
1417,569,131,2,551.25,0
41,15,100,3,862.79,25
866,339,300,4,10.01,3
1035,414,497,4,673.98,0
1112,446,106,1,810.61,16
157,57,486,3,860.82,0
694,268,153,2,434.72,2
1337,540,76,4,1001.18,0
1,1,151,3,548.06,34
668,257,193,3,1410.8,4
886,349,418,5,1627.09,8
1669,677,138,1,339.54,0
735,287,267,5,190.15,0
1527,618,401,1,634.02,2
804,315,509,4,1088.31,0
690,267,376,2,1452.39,11
211,78,122,1,349.83,0
1968,792,273,4,721.35,34
534,201,112,2,664.98,4
2064,835,182,1,517.15,33
441,166,400,5,1029.51,79
54,19,102,5,76.91,40
166,62,19,4,284.28,0
169,62,397,5,1146.07,39
902,356,148,3,473.15,0
1434,576,408,1,941.39,0
1734,702,326,3,57.81,0
175,66,287,5,1382.06,4
106,39,182,3,331.41,0
1197,486,362,3,593.71,0
2152,871,91,5,803.33,0
46,16,470,5,270.94,32
1316,532,34,1,491.51,0
1411,567,141,2,180.21,0
2023,817,275,4,651.06,0
837,330,154,5,925.33,0
1500,606,138,3,493.56,0
936,369,409,3,1202.42,12
1732,702,249,2,1461.29,0
1693,685,69,-1,1212.26,0
1683,683,141,4,165.08,0
1476,595,24,2,36.16,1
1207,490,52,2,302.14,0
1445,582,282,3,1719.19,1
881,347,431,5,1660.09,89
1632,659,287,1,1438.24,0
1058,423,265,1,274.71,54
2004,810,122,3,189.59,0
1366,551,198,4,1639.72,79
824,325,405,5,694.91,17
1322,534,236,1,609.81,8
1251,509,223,4,1632.47,10
1574,637,219,2,455.42,7
563,213,127,2,796.38,4
435,163,233,3,1464.19,0
933,368,27,5,781.67,20
1549,626,129,4,1495.62,0
1128,455,145,4,1462.05,9
280,106,178,1,24.63,5
1578,638,399,1,1869.1,0
1442,581,212,2,169.34,0
1206,489,68,1,765.86,0
1213,492,136,5,589.88,0
78,29,123,5,1022.96,0
10,5,56,1,240.71,22
1480,596,164,3,1125.35,0
1908,770,299,5,175.9,13
1126,454,14,5,494.05,0
256,98,501,2,359.13,0
938,370,384,2,1298.09,0
530,200,252,2,963.74,12
92,33,77,4,354.28,10
673,258,386,5,157.83,0
830,326,83,1,268.21,0
1661,674,458,2,638.39,0
197,73,302,2,214.53,13
1594,645,38,2,501.68,0
1762,717,301,3,403.56,0
430,161,187,5,900.17,8
670,257,303,3,279.33,0
2138,867,291,2,82.93,38
865,339,112,2,983.46,0
1682,682,188,1,225.6,13
875,344,271,1,514.07,9
1166,471,456,2,762.7,35
510,190,210,1,308.79,0
1577,638,21,3,277.04,0
1294,523,211,1,1088.98,32
1989,803,281,1,1052.65,45
1769,720,267,2,163.88,0
1502,607,135,5,1192.75,12
765,300,65,2,984.35,0
1499,605,231,2,1015.4,0
1072,429,60,3,679.35,0
1552,627,127,-2,1018.61,0
1146,462,60,5,835.07,0
1809,735,56,2,244.09,0
2197,889,411,2,1229.1,33
2095,847,218,5,1080.98,12
45,16,181,1,744.49,0
697,269,69,3,905.59,15
2074,838,350,2,231.73,0
2114,855,164,5,1552.09,0
922,362,413,3,544.64,7
43,16,344,4,312.69,0
704,272,415,4,645.19,0
2013,813,375,-3,1034.99,1
1136,460,190,3,357.12,0
274,105,219,2,500.04,4
1271,516,7,5,209.3,0
1929,778,227,2,21.81,0
362,135,234,5,730.14,0
1685,683,43,3,1394.69,3
511,191,119,2,1429.82,0
583,219,349,2,1237.6,26
1532,620,181,1,868.48,0
590,222,304,1,1217.06,2
742,289,446,1,379.77,0
2096,848,9,4,305.39,33
1040,418,151,1,685.28,34
1742,707,387,5,924.55,4
522,197,7,1,260.28,34
1254,510,131,2,606.95,0
894,351,416,2,1353.89,62
781,306,342,1,79.8,0
1079,431,421,3,1622.83,4
210,78,301,3,607.64,0
760,298,168,1,263.11,9
2127,861,417,5,62.68,0
428,161,50,2,1105.09,0
528,199,412,3,969.77,15
488,180,486,1,594.69,0
472,176,197,5,1522.79,12
1239,505,31,5,563.46,0
1104,443,286,3,526.09,0
1060,423,492,5,769.14,0
1382,558,494,4,1164.48,63
1556,630,319,1,307.14,14
413,153,8,4,578.48,0
392,146,385,2,1549.7,0
840,331,472,2,395.04,0
1637,663,126,3,60.35,0
1745,708,508,2,415.07,53
1050,420,517,5,1135.87,37
364,135,217,5,650.43,16
1627,657,405,1,592.89,5
870,340,134,5,601.58,29
776,304,336,2,430.6,0
5,4,514,4,204.14,65
603,227,25,1,832.49,27
305,116,242,2,175.9,0
1293,523,329,5,1191.51,0
1339,541,361,3,1291.13,0
575,217,234,5,642.23,72
260,99,10,4,1146.36,39
1955,788,98,5,382.7,0
473,176,423,3,563.37,27
1273,517,47,1,917.67,2
34,13,485,1,107.71,0
1969,793,158,2,1310.85,7
1884,761,486,2,1059.9,17
393,146,61,2,1368.74,11
1110,445,63,5,896.7,0
1281,519,486,3,1142.43,9
1855,751,86,4,1216.92,5
1670,678,486,4,795.56,4
513,192,292,2,811.85,8
1165,470,474,5,115.9,0
1788,728,136,3,608.27,0
1539,622,110,5,452.94,6
1101,441,333,2,921.18,0
475,176,410,2,77.4,0
1723,698,31,1,516.27,39
711,275,302,5,141.8,0
1168,471,56,1,310.6,0
2018,815,456,1,1382.08,0
355,133,128,4,868.78,0
1229,501,479,3,280.56,36
868,340,38,5,568.14,0
1360,549,515,4,267.28,0
2056,832,3,1,185.61,0
1920,774,97,2,153.42,0
782,306,276,5,522.07,6
1457,586,144,3,846.98,0
783,306,54,5,317.91,0
1971,794,202,2,360.16,9
1830,743,461,1,775.71,0
358,134,37,5,648.36,6
1299,525,265,1,445.31,0
73,27,301,2,527.11,0
360,134,152,3,1660.42,0
2082,842,459,4,185.21,0
1184,482,387,4,587.55,0
372,140,476,1,514.55,0
548,207,300,4,7.42,0
1263,514,413,1,844.15,0
2206,892,264,4,398.39,10
2014,814,302,3,171.4,14
1724,699,113,4,375.41,0
2166,877,492,1,1303.84,15
1853,750,333,2,875.64,1
56,20,29,5,729.12,3
145,52,348,4,635.49,8
1367,552,99,1,375.6,0
156,57,213,4,1367.64,10
790,311,137,-5,203.55,0
367,136,212,5,214.45,0
1042,418,86,3,971.5,19
115,42,401,3,669.07,12
1278,518,509,2,1055.11,0
1298,525,249,3,973.0,0
1402,564,153,-2,711.92,0
192,71,179,3,550.14,14
666,256,481,3,1172.49,0
615,232,310,2,1899.07,22
275,105,196,1,542.01,0
1304,527,162,5,878.34,0
638,245,101,1,924.69,0
656,253,13,1,516.07,9
80,29,464,1,546.69,0
958,378,346,5,678.48,14
1569,635,115,4,782.75,15
1713,693,349,3,1630.97,12
1649,668,108,4,95.8,10
1926,777,194,2,484.42,3
1105,443,261,5,481.6,0
2207,893,442,-2,886.42,0
1986,801,34,4,303.4,10
720,279,117,4,681.0,33
1014,405,34,4,470.96,0
633,241,508,2,597.92,0
1888,762,57,1,18.35,0
1954,787,106,5,813.33,0
1180,480,76,5,763.66,5
2178,882,463,3,680.34,0
17,8,459,3,176.42,7
562,212,454,2,139.02,24
854,335,214,2,370.73,0
689,266,503,4,1730.39,0
134,49,118,1,940.81,0
1347,544,74,2,1312.33,8
1848,749,504,4,1449.62,0
1055,422,272,4,1243.42,77
1507,608,266,1,308.47,7
1604,649,486,5,609.62,26
242,93,290,1,1430.24,4
187,70,329,4,1215.03,0
1437,578,469,2,51.31,0
719,279,506,1,319.25,87
900,355,330,1,1039.57,0
631,239,343,5,555.1,0
1231,502,515,2,199.87,0
2131,862,470,1,319.89,0
15,6,96,4,619.3,5
754,296,245,1,1283.22,33
1820,739,191,5,735.17,0
502,187,322,-5,1609.87,63
2097,848,344,3,372.27,0
1420,571,501,4,238.61,1
323,122,442,5,483.41,0
64,23,165,2,408.43,0
1369,552,204,3,1148.68,0
1371,554,166,5,646.89,8
319,121,259,3,628.66,0
555,210,274,2,357.89,0
1927,777,426,2,172.4,98
2182,883,262,5,410.88,5
608,229,205,2,830.24,6
1901,768,44,1,1593.59,9
550,209,346,1,503.25,14
595,224,54,3,519.94,1
635,242,196,1,595.78,2
1329,537,17,3,954.67,40
205,75,361,4,1126.95,0
1636,662,252,4,893.61,1
30,12,480,5,780.72,11
632,240,232,4,1068.99,0
641,245,503,4,1259.53,1
889,350,453,5,232.17,16
1793,729,245,4,692.44,0
1503,607,109,5,87.58,29
379,141,495,4,777.41,14
504,188,380,2,675.58,0
1380,558,21,5,231.71,0
844,332,275,2,922.99,5
126,47,321,3,758.98,30
2133,864,45,1,1601.23,0
1479,595,406,1,250.52,0
1622,656,112,2,759.2,13
1076,430,255,3,756.69,24
1264,514,490,5,576.67,0
2136,866,209,5,912.43,0
2140,867,160,3,273.07,0
554,210,289,1,676.31,0
1506,608,468,5,699.52,5
350,131,182,-1,289.48,11
1324,536,323,2,641.3,0
1841,747,323,4,520.98,0
272,104,486,4,1036.55,19
626,236,412,2,935.38,8
370,139,234,2,725.72,9
1447,583,456,4,921.55,13
23,10,73,4,1235.18,0
602,227,505,5,611.12,1
1746,708,462,5,484.13,0
464,173,314,2,502.91,0
1346,544,358,4,459.07,0
981,388,209,5,899.64,2
248,95,436,4,1487.99,0
279,106,503,2,996.08,0
1419,570,329,3,1588.82,48
980,387,311,2,186.56,15
59,21,267,1,291.55,0
928,367,134,5,898.44,0
879,346,297,3,945.17,12
394,147,23,3,683.27,30
1711,692,244,3,614.5,42
1756,715,157,2,716.15,0
442,166,432,1,57.66,89
423,159,138,5,287.49,39
1760,716,47,3,930.97,0
2009,811,172,3,1344.19,0
1041,418,115,5,1266.27,0
1976,796,24,2,27.53,8
1887,762,459,5,172.71,14
2099,848,293,1,253.44,0
1558,630,286,2,286.64,12
2121,858,124,5,314.33,12
674,258,403,4,646.17,0
386,144,468,1,823.73,0
1802,732,128,4,889.93,0
1303,527,256,2,351.39,0
991,391,382,1,846.95,0
944,372,352,5,1023.91,42
221,81,212,5,176.24,30
1439,578,449,1,989.7,12
361,135,264,5,640.74,5
1240,506,146,1,502.78,0
1252,510,253,5,290.43,37
2073,837,250,1,17.95,0
1152,464,5,5,483.38,34
66,24,336,2,465.83,0
1965,792,427,4,999.42,4
569,215,269,3,1483.49,0
1290,522,482,1,1160.07,5
278,106,466,5,948.14,1
952,375,222,5,1378.12,0
1103,442,406,4,213.75,0
1187,483,41,4,593.23,4
1615,653,189,4,706.16,0
743,290,475,2,1608.37,0
627,237,44,5,1938.39,3
1707,690,164,4,1041.88,12
1842,747,322,4,872.23,12
878,345,48,3,300.82,0
1203,488,177,2,217.89,11
1333,538,424,5,197.01,0
2171,880,358,1,439.25,1
1274,517,371,3,1082.62,10
2057,833,150,3,251.36,63
692,267,491,2,1323.71,1
1510,610,327,2,609.84,2
2020,816,180,5,1422.39,0
1068,427,232,3,1217.85,11
820,323,273,4,889.74,0
1791,728,255,5,493.66,0
964,381,187,3,680.31,7
2016,815,267,1,301.18,0
1581,639,289,3,421.11,0
18,8,135,4,1195.01,10
1812,736,56,5,265.25,12
2045,828,470,1,288.11,56
108,40,501,5,202.72,19
1590,643,382,1,826.43,8
446,167,283,3,566.54,10
798,314,400,2,961.05,0
643,247,260,5,654.52,30
1902,768,326,2,78.62,0
479,178,67,1,746.01,49
652,252,190,5,323.7,0
516,194,516,2,1506.46,34
1137,460,77,2,584.16,0
1978,797,144,4,1084.21,48
2192,887,354,3,461.02,3
426,160,309,4,566.97,24
1690,684,52,3,338.02,7
201,74,230,3,436.58,0
529,199,129,4,1357.5,0
734,286,170,3,399.58,0
535,201,464,3,476.19,0
2012,813,214,1,412.17,0
1171,472,162,5,1129.95,0
478,177,357,5,539.81,0
810,319,96,2,354.67,5
1111,445,314,2,702.49,10
249,96,26,2,956.35,0
77,28,395,3,165.43,43
1662,674,177,2,174.46,5
832,327,154,3,1104.85,0
385,143,334,4,142.05,0
1911,770,485,1,148.86,30
374,140,53,1,922.66,22
1441,580,337,5,584.59,0
1678,681,485,3,81.54,42
218,80,43,3,883.51,40
368,137,338,5,156.0,39
1796,730,472,5,504.39,4
1011,403,442,4,474.25,20
2078,841,481,5,1268.09,24
521,196,326,2,59.89,0
2065,835,483,3,849.68,11
2037,824,409,3,1224.59,15
1514,611,5,1,540.73,0
1289,521,52,1,359.29,0
137,50,189,1,1250.33,11
1143,461,518,3,872.67,32
661,255,510,5,531.33,2
378,141,520,3,346.71,0
1516,613,241,4,719.64,14
1435,577,349,1,1300.29,0
1949,786,201,3,724.99,6
1708,691,475,4,1778.78,29
143,51,291,2,70.45,0
558,211,339,2,772.83,2
1657,671,516,1,1087.07,8
2110,854,365,3,262.72,0
217,80,147,3,747.74,30
701,271,69,4,1018.8,9
1592,645,480,1,532.64,4
660,254,424,5,164.53,0
2000,807,119,5,1575.13,0
316,120,382,1,600.21,0
1916,772,180,2,1270.6,0
2092,846,456,-2,1508.06,1
1501,607,38,3,445.09,18
571,216,464,4,533.42,65
1743,708,410,5,94.79,0
987,390,249,1,882.94,15
314,119,184,4,553.92,7
254,98,275,5,995.17,0
2188,886,327,1,951.29,7
1554,628,284,5,94.33,28
1123,454,276,4,545.04,2
1201,488,159,3,382.56,47
1225,498,87,2,1661.8,30
1393,561,361,5,924.76,0
481,178,259,5,950.37,7
2160,874,242,4,188.49,0
1681,682,307,3,1280.44,0
863,338,14,2,586.88,0
1424,572,473,5,87.22,0
700,270,22,2,1257.49,12
461,172,260,5,756.33,27
1032,412,277,5,863.21,74
682,263,98,5,295.48,0
2060,833,386,4,183.03,0
1057,423,141,2,192.3,0
2072,837,153,4,426.01,8
606,228,398,1,112.25,8
1536,621,360,4,315.63,14
732,286,90,3,806.9,10
1232,502,392,5,407.63,35
335,127,400,3,1264.76,0
1378,557,232,3,915.06,0
976,386,124,4,283.78,0
497,185,193,5,1379.2,36
2122,859,204,4,931.33,20
1710,692,90,3,1604.25,0
1234,502,442,3,662.19,0
1412,567,323,4,904.39,5
636,243,308,3,350.15,35
93,34,320,5,764.07,65
1973,794,332,2,1139.87,11
2058,833,189,-3,985.39,0
76,28,68,1,724.56,0
1185,482,161,5,818.57,21
549,208,502,3,237.93,0
675,259,144,2,1219.13,0
1080,431,52,4,510.15,0
1764,718,323,1,691.0,6
1258,512,518,2,703.47,0
2202,891,226,4,488.16,0
1849,749,66,1,378.78,12
496,185,503,4,927.12,31
1716,695,352,5,1052.1,0
1837,746,422,5,866.23,0
2209,895,129,4,1690.67,0
864,338,251,3,1333.62,14
399,148,50,1,1070.66,9
1416,569,404,2,358.44,0
1644,666,434,2,248.29,19
455,171,44,1,1181.56,37
797,313,287,4,1301.0,22
236,89,275,4,755.87,0
352,131,513,1,261.58,0
1425,572,122,2,216.46,0
1400,564,243,3,48.06,0
1629,658,176,5,621.93,27
387,144,281,-3,1003.52,7
713,276,53,4,970.85,11
1012,404,351,3,1797.77,14
873,343,261,3,446.82,9
2002,809,74,5,956.76,0
1024,409,504,4,1393.57,0
2150,871,428,4,288.77,11
1687,684,80,3,1006.79,0
1317,532,322,2,1043.67,0
425,159,319,1,333.66,0
2112,854,204,3,1632.7,4
1982,798,407,-3,573.46,24
97,36,272,3,908.33,0
1429,574,65,2,1500.95,0
342,129,414,5,1564.89,21
1087,434,62,5,556.53,34
803,315,188,4,116.06,4
1974,794,278,5,258.62,0
1199,487,84,4,824.17,0
1817,738,27,4,623.69,14
1190,484,15,5,1133.08,8
1328,537,70,1,577.33,39
1209,491,516,4,886.8,0
1456,586,412,3,1385.47,0
1413,567,436,3,909.62,0
1747,709,297,3,967.51,0
1967,792,108,4,128.65,6
1917,773,126,5,71.84,0
1827,742,128,1,1073.86,5
1719,696,337,2,493.42,32
1176,477,519,5,299.09,0
182,67,211,5,956.83,0
146,53,520,2,365.9,10
1039,417,266,1,582.36,0
1149,463,119,4,1511.84,0
1872,757,341,5,400.49,0
1000,398,203,1,401.64,7
447,168,128,1,1368.26,0
841,331,364,5,1057.39,0
1247,508,450,-1,695.42,14
625,236,179,4,779.58,0
1223,497,505,5,838.32,0
858,336,204,1,1336.64,89
212,79,297,5,946.01,0
2066,835,429,1,235.38,0
1543,624,404,4,344.01,5
