order_id,customer_id,order_date,status,region_code
463,221,2025-05-14 13:47:00,SHIPPED,NA-WEST
464,150,2024-04-14 16:44:22,DELIVERED,APAC-IN
465,255,2025-09-26 05:05:37,DELIVERED,NA-EAST
466,,2024-09-23 22:14:23,RETURNED,EU-EAST
467,393,2025-12-18 13:25:49,DELIVERED,NA-EAST
468,54,2025-07-31 02:00:53,DELIVERED,EU-WEST
469,47,2024-03-09 07:52:19,DELIVERED,EU-WEST
470,380,2024-09-22 10:11:57,DELIVERED,APAC-IN
471,174,2026-04-22 13:02:20,DELIVERED,EU-EAST
472,325,2026-06-02 23:37:57,DELIVERED,EU-WEST
473,,2024-09-15 15:23:41,RETURNED,EU-WEST
474,441,2025-05-14 12:13:38,DELIVERED,EU-WEST
475,447,2024-11-12 07:02:33,RETURNED,NA-WEST
476,451,2024-05-22 16:16:01,PLACED,NA-WEST
477,,2025-04-09 05:51:09,DELIVERED,NA-EAST
478,507,2024-05-03 08:49:30,RETURNED,APAC-IN
479,505,2024-08-22 17:57:50,CANCELLED,NA-EAST
480,209,2025-05-16 08:37:44,SHIPPED,APAC-IN
481,218,2024-03-07 09:49:05,DELIVERED,EU-EAST
482,253,2026-04-13 18:54:56,CANCELLED,NA-EAST
483,125,2025-11-03 07:42:55,RETURNED,NA-EAST
484,158,2024-04-14 20:31:10,CANCELLED,APAC-SG
485,276,2024-03-10 00:26:22,PLACED,APAC-IN
486,333,2024-09-17 21:24:23,PLACED,APAC-SG
487,57,2024-06-18 20:47:06,DELIVERED,NA-EAST
488,183,2025-03-08 22:50:09,CANCELLED,NA-EAST
489,,2025-01-18 11:06:23,DELIVERED,EU-WEST
490,158,2024-09-04 08:22:04,CANCELLED,APAC-SG
491,318,2024-09-20 22:43:18,PLACED,EU-WEST
492,502,2026-01-21 23:17:48,DELIVERED,APAC-IN
493,93,2025-12-17 09:17:48,DELIVERED,EU-EAST
494,96,2024-05-02 19:38:28,RETURNED,APAC-SG
495,159,2026-04-09 10:57:07,DELIVERED,NA-EAST
496,448,2024-07-02 00:09:39,DELIVERED,NA-WEST
497,308,2025-03-22 06:28:28,DELIVERED,NA-EAST
498,47,2026-05-07 13:28:50,DELIVERED,NA-EAST
499,260,2025-09-04 04:25:16,PLACED,APAC-IN
500,,2026-02-18 01:22:40,SHIPPED,EU-EAST
501,,2025-12-07 14:58:58,DELIVERED,APAC-IN
502,461,2025-04-16 18:41:22,RETURNED,NA-WEST
503,81,2025-04-07 20:03:48,SHIPPED,APAC-IN
504,,2025-11-04 12:12:03,SHIPPED,EU-EAST
505,415,2026-03-27 02:19:47,CANCELLED,APAC-IN
506,405,2025-06-14 03:51:29,SHIPPED,NA-WEST
507,17,2024-12-18 09:23:28,SHIPPED,APAC-SG
508,248,2026-01-06 23:22:18,CANCELLED,APAC-IN
509,309,2026-02-18 21:45:25,DELIVERED,NA-EAST
510,157,2026-01-21 16:43:03,DELIVERED,EU-EAST
511,207,2025-06-02 00:06:41,CANCELLED,NA-EAST
512,106,2025-12-31 18:13:17,CANCELLED,APAC-SG
513,298,2024-04-27 12:06:06,DELIVERED,APAC-IN
514,500,2025-02-24 06:04:27,DELIVERED,EU-EAST
515,66,2025-04-21 02:07:46,DELIVERED,EU-EAST
516,356,2026-01-26 10:46:55,PLACED,EU-WEST
517,481,2025-08-17 03:33:35,DELIVERED,APAC-IN
518,348,2026-02-26 17:43:34,DELIVERED,APAC-SG
519,427,2025-09-11 15:18:03,DELIVERED,NA-WEST
520,290,2024-07-12 21:28:00,SHIPPED,NA-WEST
521,504,2024-08-04 17:57:48,RETURNED,EU-EAST
522,215,2024-05-13 02:07:34,DELIVERED,EU-WEST
523,163,2024-11-27 09:50:22,CANCELLED,NA-EAST
524,346,2025-12-29 22:41:40,SHIPPED,APAC-IN
525,265,2025-08-11 16:12:22,DELIVERED,APAC-IN
526,155,2026-05-10 15:02:11,SHIPPED,NA-EAST
527,449,2026-02-09 03:15:06,DELIVERED,NA-EAST
528,105,2024-05-05 04:44:02,SHIPPED,NA-EAST
529,371,2024-10-30 22:35:51,DELIVERED,APAC-IN
530,102,2024-10-26 16:33:42,DELIVERED,NA-WEST
531,207,2026-01-12 03:08:59,DELIVERED,NA-EAST
532,486,2025-08-13 05:20:04,SHIPPED,EU-WEST
533,425,2025-09-12 05:45:38,SHIPPED,APAC-IN
534,234,2024-10-01 08:48:05,DELIVERED,EU-EAST
535,529,2025-09-13 23:55:33,DELIVERED,NA-EAST
536,530,2024-06-17 02:10:29,DELIVERED,NA-WEST
537,403,2024-04-27 14:57:16,DELIVERED,APAC-IN
538,533,2025-06-03 09:24:20,CANCELLED,APAC-SG
539,312,2025-07-01 07:24:21,PLACED,EU-WEST
540,151,2025-11-18 11:54:10,SHIPPED,APAC-IN
541,453,2025-08-19 07:52:32,DELIVERED,EU-EAST
542,309,09-07-2024,DELIVERED,APAC-SG
543,130,2026-05-18 12:31:00,DELIVERED,NA-EAST
544,320,2026-05-19 20:48:35,DELIVERED,NA-EAST
545,,2026-06-17 18:08:52,SHIPPED,EU-WEST
546,518,2024-08-19 13:34:21,CANCELLED,EU-WEST
547,363,09-09-2024,DELIVERED,NA-EAST
548,6,2026-02-02 22:33:02,SHIPPED,APAC-SG
549,547,2025-02-27 06:06:31,DELIVERED,APAC-SG
550,144,2025-10-08 16:23:55,SHIPPED,EU-WEST
551,198,2025-09-13 05:01:47,SHIPPED,EU-EAST
552,84,22-07-2024,CANCELLED,EU-EAST
553,80,2025-09-25 16:17:10,DELIVERED,APAC-IN
554,405,2025-04-14 15:12:50,DELIVERED,EU-EAST
555,502,2025-12-08 15:59:30,SHIPPED,NA-WEST
556,469,2024-09-17 23:49:45,DELIVERED,APAC-IN
557,218,2026-02-06 11:44:58,DELIVERED,APAC-IN
558,122,2025-11-25 18:27:09,DELIVERED,EU-WEST
559,,2024-10-25 03:36:23,DELIVERED,EU-WEST
560,498,2024-04-13 11:05:14,SHIPPED,APAC-IN
561,313,2025-05-15 08:59:10,CANCELLED,EU-EAST
562,,2026-06-29 13:40:12,CANCELLED,EU-EAST
563,318,2026-02-01 17:44:27,DELIVERED,EU-EAST
564,136,2024-10-02 04:29:06,DELIVERED,EU-EAST
565,153,2025-07-19 04:56:31,DELIVERED,APAC-IN
566,239,2025-11-05 05:28:24,PLACED,APAC-SG
567,285,2024-07-16 12:38:00,DELIVERED,APAC-IN
568,317,2024-09-09 06:54:46,PLACED,APAC-IN
569,55,2026-05-20 12:23:28,DELIVERED,NA-EAST
570,545,2024-12-05 05:19:10,DELIVERED,NA-WEST
571,455,2024-07-10 11:54:14,DELIVERED,EU-EAST
572,504,2024-04-06 03:19:00,SHIPPED,NA-EAST
573,325,2025-10-15 10:24:06,SHIPPED,NA-EAST
574,293,2024-10-10 17:59:10,DELIVERED,NA-WEST
575,418,18-11-2024,RETURNED,NA-WEST
576,,2024-05-30 21:06:16,PLACED,NA-WEST
577,332,2025-04-05 16:29:14,CANCELLED,NA-EAST
578,246,2025-03-03 09:01:40,DELIVERED,EU-EAST
579,276,2024-06-03 04:31:26,DELIVERED,NA-EAST
580,418,2025-02-27 02:28:32,PLACED,APAC-IN
581,104,2025-03-18 15:19:46,DELIVERED,NA-WEST
582,417,2026-01-22 19:25:25,DELIVERED,NA-WEST
583,146,2025-10-01 21:49:38,SHIPPED,NA-WEST
584,434,31-01-2026,CANCELLED,APAC-IN
585,172,01-03-2024,RETURNED,EU-WEST
586,390,2025-08-28 21:48:34,SHIPPED,APAC-IN
587,166,2026-06-08 16:17:30,DELIVERED,EU-EAST
588,144,2025-05-09 02:57:37,SHIPPED,APAC-IN
589,326,2025-08-15 06:22:05,RETURNED,APAC-SG
590,252,2025-07-13 15:32:35,DELIVERED,APAC-IN
591,137,2024-03-04 04:20:12,PLACED,NA-EAST
592,424,2026-03-30 14:22:23,DELIVERED,APAC-SG
593,32,2026-01-21 13:23:34,DELIVERED,EU-EAST
594,367,2025-10-22 19:07:25,DELIVERED,APAC-SG
595,128,2026-02-17 18:25:40,SHIPPED,NA-EAST
596,21,2025-05-11 17:27:11,DELIVERED,NA-WEST
597,311,2025-02-07 12:58:59,DELIVERED,EU-WEST
598,,2026-04-05 14:19:39,DELIVERED,NA-WEST
599,,2025-11-06 07:09:47,DELIVERED,APAC-IN
600,199,28-11-2024,SHIPPED,NA-EAST
601,234,2026-05-22 13:50:03,DELIVERED,APAC-SG
602,,2026-06-06 21:29:59,DELIVERED,EU-EAST
603,,2025-12-24 11:58:54,RETURNED,NA-EAST
604,331,2026-01-01 22:33:52,DELIVERED,NA-EAST
605,478,2026-04-09 20:21:52,DELIVERED,APAC-SG
606,285,2025-12-13 13:02:56,DELIVERED,EU-EAST
607,84,2024-04-09 09:56:03,SHIPPED,APAC-SG
608,77,2025-03-24 08:05:06,DELIVERED,NA-EAST
609,100,2024-04-13 07:10:17,CANCELLED,APAC-IN
610,343,2025-03-24 23:56:30,DELIVERED,EU-WEST
611,342,2026-05-17 06:53:23,RETURNED,APAC-IN
612,98,2026-01-23 13:05:35,PLACED,NA-EAST
613,387,2025-06-30 15:54:13,DELIVERED,NA-WEST
614,453,2024-05-25 02:40:32,DELIVERED,NA-EAST
615,58,2024-05-21 02:16:27,DELIVERED,NA-EAST
616,421,2025-02-26 03:02:40,DELIVERED,APAC-IN
617,,2025-10-18 09:34:33,DELIVERED,APAC-IN
618,348,2024-04-10 08:18:33,DELIVERED,NA-WEST
619,13,2024-06-13 22:14:25,CANCELLED,APAC-IN
620,522,2025-04-03 03:02:18,DELIVERED,APAC-IN
621,249,2024-09-30 20:48:37,PLACED,EU-WEST
622,526,2025-09-07 17:38:58,CANCELLED,NA-WEST
623,317,2025-08-15 16:15:01,RETURNED,APAC-IN
624,149,2024-05-29 00:57:24,CANCELLED,APAC-IN
625,433,2025-08-17 02:23:36,SHIPPED,NA-WEST
626,350,2024-12-20 03:41:14,DELIVERED,EU-EAST
627,340,2025-08-04 10:19:47,DELIVERED,NA-WEST
628,44,2026-04-10 09:38:08,PLACED,NA-WEST
629,478,2025-01-26 02:22:46,DELIVERED,EU-WEST
630,385,2025-01-13 22:44:55,CANCELLED,NA-EAST
631,76,07-09-2025,SHIPPED,EU-WEST
632,369,2024-05-08 04:53:25,SHIPPED,EU-WEST
633,269,2024-11-26 17:47:52,DELIVERED,NA-WEST
634,181,2025-04-11 16:11:11,PLACED,APAC-SG
635,114,2025-08-08 15:50:34,DELIVERED,NA-WEST
636,382,2024-11-22 04:45:23,RETURNED,APAC-IN
637,67,2024-09-01 01:45:04,RETURNED,NA-WEST
638,388,2025-10-03 09:14:56,DELIVERED,APAC-SG
639,48,2024-12-19 18:14:22,DELIVERED,NA-WEST
640,55,2025-05-10 01:53:22,CANCELLED,APAC-IN
641,215,2024-07-05 11:05:56,DELIVERED,APAC-IN
642,521,2025-10-24 22:00:26,DELIVERED,APAC-IN
643,532,2026-02-20 05:08:19,DELIVERED,APAC-IN
644,507,2026-03-06 22:59:03,DELIVERED,APAC-IN
645,213,2025-02-05 00:31:58,DELIVERED,NA-WEST
646,314,2025-12-21 06:00:01,DELIVERED,EU-WEST
647,87,2024-09-25 16:11:49,DELIVERED,APAC-IN
648,43,2026-02-21 17:53:35,DELIVERED,EU-EAST
649,419,2025-09-22 21:50:17,DELIVERED,EU-EAST
650,,2026-01-16 03:20:26,DELIVERED,EU-WEST
651,302,2026-04-19 11:09:07,DELIVERED,EU-WEST
652,101,01-09-2024,PLACED,NA-WEST
653,338,2025-03-24 09:33:25,CANCELLED,APAC-SG
654,196,2024-10-01 03:59:03,DELIVERED,APAC-SG
655,268,2024-03-14 06:09:57,DELIVERED,EU-WEST
656,414,2025-11-21 07:46:21,DELIVERED,NA-EAST
657,525,2024-10-18 21:36:15,SHIPPED,APAC-SG
658,486,2025-02-27 01:49:55,DELIVERED,EU-EAST
659,473,2025-08-12 04:42:33,DELIVERED,NA-WEST
660,428,2025-01-20 13:53:09,CANCELLED,NA-EAST
661,132,2025-06-18 16:32:50,PLACED,APAC-SG
662,348,2025-02-14 06:54:01,DELIVERED,EU-EAST
663,307,2025-07-20 13:07:31,DELIVERED,NA-EAST
664,158,2025-07-27 00:37:55,DELIVERED,APAC-IN
665,401,2025-10-14 08:35:11,DELIVERED,APAC-IN
666,487,2024-08-16 18:19:53,RETURNED,APAC-SG
667,96,2024-11-22 07:08:14,DELIVERED,NA-EAST
668,501,2024-04-11 16:36:43,PLACED,EU-EAST
669,239,2025-05-27 05:12:02,PLACED,NA-EAST
670,12,2024-11-22 22:07:37,RETURNED,EU-EAST
671,114,2024-09-17 14:36:04,DELIVERED,NA-EAST
672,212,2024-09-18 20:13:35,DELIVERED,APAC-SG
673,163,2025-06-26 01:20:04,DELIVERED,APAC-SG
674,207,2024-03-12 13:30:23,DELIVERED,EU-EAST
675,253,2026-05-26 21:21:05,DELIVERED,EU-EAST
676,41,2024-07-20 12:33:14,CANCELLED,EU-EAST
677,305,2025-10-29 12:54:20,CANCELLED,NA-WEST
678,184,2026-01-01 04:59:01,RETURNED,NA-WEST
679,98,2025-11-02 08:39:23,PLACED,NA-WEST
680,299,2024-06-12 16:23:29,DELIVERED,NA-WEST
681,422,2024-09-05 07:48:18,PLACED,NA-EAST
682,334,2025-11-28 01:29:22,DELIVERED,APAC-IN
683,,11-04-2024,DELIVERED,APAC-SG
684,352,2025-11-11 08:32:33,DELIVERED,NA-EAST
685,140,2025-07-22 03:33:29,DELIVERED,EU-EAST
686,249,2026-01-09 23:31:14,CANCELLED,NA-WEST
687,19,2024-08-04 03:28:31,SHIPPED,APAC-SG
688,80,2024-03-18 09:57:43,SHIPPED,EU-WEST
689,36,2026-06-05 21:32:16,DELIVERED,APAC-SG
690,106,2025-10-28 19:18:32,DELIVERED,APAC-IN
691,,2025-10-08 06:19:30,RETURNED,EU-WEST
692,205,20-07-2024,PLACED,NA-EAST
693,197,2024-06-07 03:12:13,CANCELLED,APAC-SG
694,172,2024-05-08 08:54:19,SHIPPED,EU-WEST
695,195,2025-01-16 17:58:03,DELIVERED,EU-EAST
696,219,2024-08-12 11:41:26,SHIPPED,EU-EAST
697,13,2025-10-26 13:55:49,SHIPPED,APAC-SG
698,378,08-05-2024,SHIPPED,EU-WEST
699,512,2024-08-06 03:53:08,DELIVERED,APAC-IN
700,98,2025-07-17 20:48:15,DELIVERED,APAC-SG
701,137,2025-07-29 19:35:33,DELIVERED,APAC-SG
702,494,2024-06-13 21:05:06,DELIVERED,APAC-IN
703,524,2025-02-25 01:26:59,DELIVERED,NA-EAST
704,128,2025-06-23 18:42:41,DELIVERED,NA-WEST
705,62,2024-09-30 16:26:24,DELIVERED,NA-WEST
706,39,2025-03-05 19:40:04,DELIVERED,EU-EAST
707,337,2024-09-25 13:50:13,DELIVERED,NA-EAST
708,425,2025-05-23 02:23:08,SHIPPED,APAC-SG
709,249,2025-01-14 17:25:48,RETURNED,APAC-SG
710,228,2025-10-14 14:49:33,SHIPPED,APAC-SG
711,,03-04-2026,SHIPPED,APAC-SG
712,210,2024-09-12 01:15:12,DELIVERED,NA-WEST
713,81,2025-12-23 03:22:19,DELIVERED,APAC-SG
714,435,2024-11-30 01:59:32,DELIVERED,APAC-IN
715,207,2025-04-27 07:42:16,DELIVERED,EU-WEST
716,172,2026-03-02 05:28:14,DELIVERED,APAC-SG
717,160,19-03-2026,DELIVERED,NA-EAST
718,308,2026-06-13 12:10:52,DELIVERED,EU-WEST
719,314,2026-02-03 15:32:58,DELIVERED,EU-EAST
720,140,2026-02-27 23:13:27,RETURNED,NA-EAST
721,,2026-04-17 19:26:30,DELIVERED,EU-EAST
722,405,2025-10-01 15:51:00,DELIVERED,APAC-IN
723,40,2024-09-10 08:51:28,DELIVERED,NA-WEST
724,262,2025-08-24 11:57:19,DELIVERED,APAC-SG
725,60,2025-10-20 14:15:40,DELIVERED,NA-WEST
726,371,2024-04-13 21:27:46,DELIVERED,EU-WEST
727,151,2025-03-31 00:32:42,DELIVERED,APAC-SG
728,13,2024-08-29 08:02:01,DELIVERED,EU-EAST
729,83,2026-05-15 12:27:43,CANCELLED,NA-WEST
730,259,2025-06-13 11:33:43,DELIVERED,EU-EAST
731,422,2024-07-17 01:26:31,DELIVERED,EU-WEST
732,276,2025-01-20 11:40:43,DELIVERED,EU-WEST
733,,2024-11-17 14:21:29,PLACED,NA-EAST
734,428,2026-05-25 12:00:05,DELIVERED,EU-EAST
735,384,2024-12-15 13:29:49,SHIPPED,NA-WEST
736,113,2026-01-30 01:51:06,SHIPPED,NA-WEST
737,188,2024-12-24 01:59:06,RETURNED,EU-EAST
738,112,14-11-2024,PLACED,NA-EAST
739,351,2024-04-16 02:03:10,DELIVERED,APAC-SG
740,10,2024-06-03 20:21:00,RETURNED,APAC-SG
741,43,2024-07-29 10:31:33,DELIVERED,EU-EAST
742,273,2026-03-25 20:38:24,DELIVERED,EU-EAST
743,352,2025-07-03 16:23:42,RETURNED,APAC-SG
744,59,2025-09-05 01:43:54,CANCELLED,NA-EAST
745,412,02-10-2024,SHIPPED,APAC-IN
746,255,2025-09-24 08:03:43,DELIVERED,EU-EAST
747,193,2024-03-05 20:39:41,RETURNED,EU-WEST
748,,2025-09-11 13:26:18,RETURNED,APAC-SG
749,455,2025-02-26 19:41:51,DELIVERED,APAC-IN
750,357,2025-12-25 17:52:30,RETURNED,EU-EAST
751,103,2025-10-19 20:33:59,SHIPPED,NA-WEST
752,517,2024-04-19 07:34:02,DELIVERED,EU-WEST
753,479,2024-11-17 01:27:51,RETURNED,EU-EAST
754,247,2025-03-14 00:58:09,DELIVERED,APAC-SG
755,109,2026-01-05 14:00:04,PLACED,EU-WEST
756,288,2025-02-06 08:12:50,DELIVERED,APAC-SG
757,140,2026-06-09 09:13:07,DELIVERED,APAC-SG
758,230,2024-06-09 10:57:41,DELIVERED,APAC-SG
759,391,2026-01-08 19:08:00,SHIPPED,NA-EAST
760,115,2024-07-17 11:21:31,DELIVERED,NA-WEST
761,119,2025-09-23 06:13:48,DELIVERED,EU-EAST
762,2,26-06-2025,DELIVERED,EU-EAST
763,328,2025-09-19 01:04:30,RETURNED,NA-WEST
764,228,2024-08-13 13:48:40,DELIVERED,EU-EAST
765,304,2025-02-04 01:20:29,DELIVERED,APAC-IN
766,36,2025-07-11 07:39:37,RETURNED,NA-EAST
767,490,2025-01-30 02:04:03,DELIVERED,EU-EAST
768,342,2024-10-24 05:09:06,SHIPPED,APAC-SG
769,231,2024-05-21 15:48:49,DELIVERED,EU-EAST
770,307,2024-11-03 07:09:12,DELIVERED,EU-WEST
771,485,2025-08-24 01:49:55,DELIVERED,APAC-IN
772,290,2024-12-29 01:33:48,DELIVERED,NA-EAST
773,56,2025-06-16 08:42:02,SHIPPED,NA-WEST
774,495,2025-05-27 04:18:26,SHIPPED,APAC-SG
775,10,2025-09-14 16:45:20,DELIVERED,APAC-SG
776,152,2025-10-06 23:01:02,DELIVERED,NA-WEST
777,99,2025-09-04 09:07:36,SHIPPED,NA-EAST
778,528,2025-08-08 19:39:57,RETURNED,APAC-SG
779,251,2024-04-22 19:20:40,DELIVERED,EU-WEST
780,177,2025-10-05 02:52:08,RETURNED,APAC-SG
781,475,2025-10-15 13:45:17,DELIVERED,EU-WEST
782,,2024-08-29 04:11:36,DELIVERED,APAC-SG
783,231,2024-04-05 18:29:59,RETURNED,EU-EAST
784,97,2024-12-07 07:46:13,RETURNED,APAC-SG
785,129,2024-08-02 11:26:19,DELIVERED,APAC-IN
786,21,2025-11-02 17:47:57,DELIVERED,APAC-IN
787,532,2026-06-16 06:41:50,DELIVERED,NA-EAST
788,213,2024-08-30 06:13:58,DELIVERED,NA-WEST
789,,2026-01-24 18:03:00,SHIPPED,NA-WEST
790,166,2024-07-15 10:12:05,CANCELLED,NA-EAST
791,128,2026-04-26 06:34:36,RETURNED,NA-WEST
792,1,2025-03-21 18:40:39,RETURNED,APAC-IN
793,301,2026-06-08 16:46:50,DELIVERED,APAC-SG
794,361,2026-06-15 01:54:14,DELIVERED,APAC-SG
795,243,2024-04-27 01:32:27,DELIVERED,NA-WEST
796,222,2025-09-09 18:55:10,DELIVERED,EU-EAST
797,262,2025-04-09 22:38:51,RETURNED,EU-EAST
798,261,2025-12-21 17:56:59,SHIPPED,NA-WEST
799,276,2024-12-25 05:40:14,DELIVERED,APAC-SG
800,168,2025-12-12 23:02:44,DELIVERED,EU-EAST
801,254,2024-06-29 10:19:35,DELIVERED,APAC-SG
802,68,2025-07-25 15:20:16,DELIVERED,EU-WEST
803,150,2025-02-14 17:08:48,PLACED,NA-WEST
804,108,2024-09-08 20:32:38,DELIVERED,EU-WEST
805,502,2024-07-27 10:00:36,DELIVERED,EU-WEST
806,102,2024-05-14 12:12:03,RETURNED,EU-EAST
807,545,2025-11-16 11:55:37,SHIPPED,NA-EAST
808,160,2024-09-13 07:21:14,DELIVERED,EU-WEST
809,380,2025-03-22 23:33:16,DELIVERED,EU-EAST
810,363,2026-02-27 01:07:41,DELIVERED,EU-EAST
811,235,2025-06-18 02:12:43,PLACED,EU-WEST
812,321,2024-07-19 00:41:05,PLACED,NA-WEST
813,170,2024-05-29 04:27:24,DELIVERED,EU-EAST
814,11,2025-12-19 15:15:18,RETURNED,NA-WEST
815,528,2026-06-06 01:39:32,DELIVERED,APAC-IN
816,8,2025-12-21 04:21:43,DELIVERED,NA-WEST
817,541,2024-05-05 19:08:43,RETURNED,APAC-SG
818,537,2025-02-13 15:09:53,DELIVERED,NA-WEST
819,53,2025-12-17 16:13:42,SHIPPED,NA-EAST
820,256,2026-06-16 11:50:10,CANCELLED,EU-WEST
821,301,2025-04-16 06:37:29,DELIVERED,APAC-IN
822,313,2026-05-10 20:18:52,PLACED,EU-EAST
823,500,2024-05-29 07:38:00,DELIVERED,EU-WEST
824,110,2024-03-09 00:10:13,DELIVERED,EU-EAST
825,104,2025-12-30 05:31:49,PLACED,APAC-IN
826,421,2024-09-09 09:11:18,PLACED,APAC-SG
827,482,2025-11-05 04:02:43,DELIVERED,NA-WEST
828,276,2024-08-16 20:26:34,DELIVERED,EU-EAST
829,363,04-01-2026,CANCELLED,APAC-SG
830,195,17-05-2025,DELIVERED,APAC-SG
831,33,2024-11-05 00:52:59,RETURNED,APAC-SG
832,122,2025-12-15 03:34:17,DELIVERED,APAC-SG
833,333,2025-11-12 04:27:31,RETURNED,EU-EAST
834,111,2024-04-02 20:36:41,DELIVERED,NA-EAST
835,243,2024-05-20 20:11:08,DELIVERED,APAC-IN
836,445,2026-03-16 22:53:35,DELIVERED,EU-EAST
837,157,2026-05-04 04:24:09,DELIVERED,NA-EAST
838,254,2025-12-27 16:12:16,DELIVERED,NA-EAST
839,515,2024-12-07 11:11:15,CANCELLED,APAC-SG
840,235,2024-09-04 03:07:07,PLACED,NA-WEST
841,437,2024-03-28 10:27:45,PLACED,NA-EAST
842,538,2025-06-20 01:07:58,RETURNED,NA-WEST
843,491,2024-06-04 07:17:00,DELIVERED,EU-WEST
844,373,2025-05-10 19:53:00,DELIVERED,NA-WEST
845,49,08-12-2024,PLACED,APAC-SG
846,293,2026-03-04 07:36:14,DELIVERED,EU-EAST
847,504,2025-09-16 19:17:28,SHIPPED,APAC-SG
848,,2024-09-19 10:14:15,DELIVERED,EU-WEST
849,542,2025-09-29 05:57:52,DELIVERED,APAC-IN
850,109,2024-09-19 16:50:54,DELIVERED,NA-EAST
851,196,2024-12-25 16:51:31,RETURNED,NA-EAST
852,352,2025-06-12 07:51:19,RETURNED,NA-WEST
853,158,2024-05-08 01:23:47,DELIVERED,APAC-SG
854,356,2025-09-20 13:55:02,DELIVERED,EU-EAST
855,430,2026-05-23 15:17:27,DELIVERED,NA-EAST
856,281,2024-09-17 07:01:00,RETURNED,NA-EAST
857,195,2025-11-08 11:38:38,DELIVERED,APAC-IN
858,170,2026-01-10 00:18:51,DELIVERED,EU-EAST
859,279,2025-01-16 10:42:29,SHIPPED,NA-WEST
860,10,2026-05-06 14:24:30,DELIVERED,APAC-IN
861,226,2025-06-04 09:14:20,DELIVERED,NA-WEST
862,547,2025-03-06 01:21:54,DELIVERED,EU-WEST
863,277,2024-05-20 00:48:13,SHIPPED,NA-WEST
864,2,2025-08-22 18:19:06,RETURNED,EU-WEST
865,271,2024-09-24 13:24:05,DELIVERED,EU-WEST
866,11,2025-09-04 05:22:21,RETURNED,NA-WEST
867,17,2026-06-13 19:18:09,CANCELLED,APAC-IN
868,392,2025-04-04 18:31:23,DELIVERED,APAC-IN
869,453,2025-02-06 18:01:10,SHIPPED,APAC-SG
870,405,2024-10-28 18:44:05,DELIVERED,EU-EAST
871,491,2024-07-24 13:03:21,DELIVERED,NA-WEST
872,503,2024-12-06 06:02:49,PLACED,NA-WEST
873,404,17-12-2024,PLACED,NA-WEST
874,413,2024-08-03 16:59:12,SHIPPED,NA-EAST
875,387,18-10-2025,CANCELLED,APAC-SG
876,136,2025-03-21 18:53:45,DELIVERED,APAC-SG
877,10,2024-08-13 04:36:11,CANCELLED,APAC-SG
878,143,2026-03-17 07:33:29,CANCELLED,NA-WEST
879,491,2024-10-27 00:40:27,DELIVERED,EU-WEST
880,127,2024-04-02 22:41:16,SHIPPED,EU-WEST
881,426,07-10-2024,SHIPPED,NA-WEST
882,151,2025-08-31 20:20:53,SHIPPED,APAC-SG
883,116,2026-04-04 00:24:00,SHIPPED,NA-EAST
884,289,07-09-2025,DELIVERED,EU-WEST
885,87,2024-05-07 08:05:13,SHIPPED,APAC-IN
886,186,2025-12-21 14:15:57,DELIVERED,EU-WEST
887,294,2025-08-24 04:45:34,DELIVERED,EU-EAST
888,272,2024-06-27 15:15:39,CANCELLED,NA-WEST
889,151,2025-07-11 12:00:33,DELIVERED,EU-EAST
890,116,2025-12-25 00:36:31,DELIVERED,NA-EAST
891,131,2024-12-08 12:41:31,DELIVERED,EU-EAST
892,424,2025-08-01 00:28:54,RETURNED,NA-WEST
893,510,2026-06-15 21:57:10,DELIVERED,NA-WEST
894,432,2026-05-28 13:58:07,DELIVERED,APAC-SG
895,90,2025-03-01 08:37:59,SHIPPED,NA-EAST
896,486,2024-09-24 12:41:45,PLACED,EU-WEST
897,143,2025-06-01 19:06:40,CANCELLED,APAC-IN
898,432,2025-03-12 16:57:31,SHIPPED,APAC-SG
899,147,2025-10-08 08:45:28,DELIVERED,EU-EAST
900,109,2024-06-23 14:21:21,DELIVERED,NA-WEST
