Category,unit_price,Rating,Stock Available,Discount
C,7259.0,3.0405392671861478,Out of Stock,5.0
B,8388.0,3.936083684657227,In Stock,49.0
B,2801.0,3.0405392671861478,In Stock,10.0
A,8976.0,2.67501243407456,In Stock,5.0
B,6855.0,3.0405392671861478,In Stock,24.53860160233066
B,6487.0,3.275214523174845,Out of Stock,9.0
B,7743.0,3.0405392671861478,In Stock,45.0
A,4844.0,2.809743584503583,Out of Stock,24.53860160233066
B,8794.0,3.0405392671861478,In Stock,34.0
B,7446.0,2.516384460704573,Out of Stock,5.0
B,1893.0,2.415329927598564,Out of Stock,33.0
C,7446.0,3.0405392671861478,In Stock,24.53860160233066
B,2641.0,4.057688277106663,Out of Stock,5.0
B,9041.0,3.0405392671861478,Out of Stock,42.0
B,4122.0,1.1712760795081478,Out of Stock,15.0
D,7398.0,4.539260482415456,In Stock,45.0
A,5533.0,3.0405392671861478,In Stock,31.0
C,9942.0,3.0988933485170276,In Stock,41.0
B,7249.0,3.0405392671861478,Out of Stock,40.0
B,2863.0,3.0405392671861478,Out of Stock,20.0
B,3149.0,2.4361817420066116,Out of Stock,11.0
D,2597.0,2.693039161149962,In Stock,22.0
C,5024.705208333334,2.520140576189981,Out of Stock,48.0
B,4377.0,2.5852738600470944,Out of Stock,23.0
B,2188.0,2.075837576258455,In Stock,12.0
B,8287.0,4.359452057824416,In Stock,35.0
C,1039.0,2.9446429985805467,Out of Stock,44.0
B,4290.0,2.4705680331419355,Out of Stock,0.0
D,4297.0,3.303322214029173,In Stock,5.0
B,2557.0,3.0405392671861478,In Stock,7.0
A,5024.705208333334,3.9793373424997918,In Stock,21.0
B,3742.0,3.0405392671861478,Out of Stock,3.0
D,4910.0,4.989577354865315,In Stock,45.0
B,4429.0,3.0405392671861478,In Stock,8.0
C,5687.0,3.0405392671861478,Out of Stock,7.0
A,9116.0,2.1602775395478866,In Stock,45.0
A,573.0,3.0405392671861478,In Stock,23.0
A,6107.0,1.1631849577015059,Out of Stock,22.0
B,5125.0,3.0405392671861478,Out of Stock,49.0
B,480.0,2.8952137646607716,In Stock,21.0
B,3122.0,3.0405392671861478,In Stock,46.0
D,8873.0,3.248184261640426,In Stock,41.0
C,1189.0,4.957681199304233,Out of Stock,34.0
B,3908.0,2.390631587338074,Out of Stock,27.0
D,3996.0,3.0405392671861478,Out of Stock,25.0
B,6618.0,1.8400894326300978,In Stock,48.0
B,5054.0,1.893145253491221,In Stock,5.0
D,8760.0,3.0405392671861478,In Stock,42.0
D,9794.0,2.1303393764821474,Out of Stock,14.0
C,7693.0,3.0405392671861478,In Stock,35.0
A,5896.0,3.0405392671861478,Out of Stock,41.0
B,462.0,1.3310086983050229,In Stock,29.0
B,4673.0,4.846201402552422,Out of Stock,0.0
B,5031.0,1.8642170364748045,In Stock,25.0
B,8671.0,3.0405392671861478,In Stock,0.0
B,3262.0,3.0405392671861478,In Stock,8.0
A,2970.0,2.028725181173555,Out of Stock,2.0
B,6708.0,3.177204225986467,In Stock,24.0
C,7873.0,3.9918837757784704,Out of Stock,42.0
B,5940.0,4.850522226025694,Out of Stock,7.0
B,3151.0,1.9914988458466087,In Stock,8.0
A,6911.0,2.3380039764190346,Out of Stock,11.0
B,438.0,3.0405392671861478,In Stock,21.0
B,5024.705208333334,3.0405392671861478,In Stock,19.0
B,4659.0,3.7933312030367903,In Stock,15.0
B,9158.0,3.0405392671861478,In Stock,25.0
C,9306.0,4.131448623805925,In Stock,18.0
B,2807.0,3.217156053822698,Out of Stock,39.0
A,1297.0,3.0405392671861478,In Stock,36.0
B,4847.0,3.0405392671861478,In Stock,41.0
D,8255.0,4.1873920005148415,In Stock,36.0
D,7894.0,1.3390547189691762,In Stock,24.53860160233066
B,8209.0,1.9279102224703086,Out of Stock,19.0
B,7265.0,1.4200382953644772,In Stock,37.0
B,4930.0,3.321333154322702,Out of Stock,9.0
B,5024.705208333334,2.867687169548899,Out of Stock,16.0
D,4999.0,3.0405392671861478,Out of Stock,40.0
B,5024.705208333334,4.588041206055666,Out of Stock,24.53860160233066
B,2929.0,2.744012447425937,Out of Stock,46.0
B,3509.0,3.0405392671861478,In Stock,10.0
B,9098.0,2.037458419910098,Out of Stock,6.0
B,926.0,3.0405392671861478,Out of Stock,21.0
D,2797.0,2.9547384924336355,In Stock,26.0
B,3772.0,3.0405392671861478,In Stock,44.0
B,8094.0,1.3780417469694202,Out of Stock,30.0
C,9873.0,3.0405392671861478,In Stock,19.0
B,3621.0,3.269276521310058,In Stock,16.0
C,8629.0,3.0405392671861478,Out of Stock,45.0
A,7487.0,3.0405392671861478,Out of Stock,43.0
B,7058.0,2.520362722625151,Out of Stock,47.0
D,1294.0,3.0405392671861478,In Stock,24.53860160233066
B,3984.0,4.068133889583458,Out of Stock,24.53860160233066
B,7325.0,4.202239554811543,In Stock,22.0
C,4222.0,3.0405392671861478,In Stock,23.0
B,2470.0,1.0373540084530277,In Stock,41.0
C,4351.0,4.134765173710846,Out of Stock,5.0
B,9352.0,3.0405392671861478,Out of Stock,31.0
D,9356.0,3.333491496319609,In Stock,17.0
B,716.0,4.568742635024035,In Stock,17.0
B,5510.0,3.782282474356516,Out of Stock,17.0
B,3416.0,3.7276365167238352,Out of Stock,10.0
B,1558.0,3.0405392671861478,In Stock,28.0
D,177.0,3.0405392671861478,In Stock,31.0
B,8493.0,3.79811778636372,Out of Stock,3.0
B,823.0,3.3082163849057666,In Stock,24.53860160233066
D,9753.0,1.9590636471429348,Out of Stock,8.0
B,7635.0,3.0405392671861478,In Stock,12.0
A,3424.0,4.690404920523761,Out of Stock,24.53860160233066
B,8406.0,1.291421110640338,Out of Stock,11.0
C,6357.0,2.131057287913904,In Stock,5.0
B,3626.0,3.0405392671861478,Out of Stock,0.0
A,9516.0,3.0405392671861478,In Stock,24.53860160233066
C,7605.0,3.0350170529880938,In Stock,8.0
B,8569.0,4.300744483993222,In Stock,42.0
B,3804.0,2.1275455373366867,In Stock,21.0
C,1628.0,3.0405392671861478,In Stock,0.0
B,8319.0,2.0659929989789036,In Stock,24.53860160233066
B,5557.0,2.917713789824017,Out of Stock,14.0
B,8722.0,3.39118847782968,In Stock,26.0
B,2642.0,3.6849243919106263,Out of Stock,49.0
B,913.0,1.3328083803647814,In Stock,15.0
B,3103.0,2.8393745370302623,In Stock,20.0
C,8687.0,2.609026341804329,In Stock,19.0
B,5699.0,3.194113460837644,Out of Stock,24.53860160233066
B,1557.0,1.6358672129989373,In Stock,23.0
D,7621.0,3.0405392671861478,Out of Stock,30.0
B,3086.0,3.0405392671861478,Out of Stock,2.0
C,1051.0,2.984321747954581,In Stock,10.0
B,5887.0,2.1570579518680604,In Stock,48.0
B,7446.0,1.5305683312352762,Out of Stock,31.0
B,505.0,3.0405392671861478,Out of Stock,30.0
B,5334.0,3.0405392671861478,Out of Stock,14.0
B,3389.0,1.9419005472873465,Out of Stock,2.0
B,5945.0,3.554980560722151,Out of Stock,23.0
B,1142.0,2.259947259430098,Out of Stock,16.0
B,3526.0,2.1822724527784705,Out of Stock,18.0
B,2604.0,3.0405392671861478,Out of Stock,24.53860160233066
B,9502.0,4.058366709120592,In Stock,4.0
B,3542.0,2.2705559802796342,Out of Stock,36.0
B,8987.0,4.580981929533248,Out of Stock,32.0
B,6994.0,3.82123986011341,Out of Stock,11.0
B,7477.0,3.630518223213571,In Stock,25.0
B,9198.0,4.495473933961361,Out of Stock,40.0
B,1415.0,2.3817523332258093,Out of Stock,42.0
B,6169.0,2.703924170771108,Out of Stock,38.0
B,3540.0,3.0405392671861478,Out of Stock,15.0
B,8313.0,2.7186970795339924,In Stock,16.0
B,2695.0,3.778066899255494,Out of Stock,5.0
B,7046.0,1.7140775121820453,In Stock,5.0
B,6235.0,2.102911271314409,Out of Stock,24.53860160233066
B,5024.705208333334,1.003102892580014,Out of Stock,21.0
B,4863.0,3.0405392671861478,Out of Stock,24.53860160233066
A,5271.0,3.0405392671861478,In Stock,45.0
B,5946.0,3.6604478943981777,Out of Stock,24.53860160233066
B,5024.705208333334,4.554561616302786,In Stock,35.0
B,7479.0,3.0405392671861478,Out of Stock,15.0
A,1682.0,3.0405392671861478,In Stock,45.0
B,918.0,1.7160065833351572,Out of Stock,34.0
B,2863.0,2.3082694158470334,In Stock,44.0
B,9692.0,3.0405392671861478,In Stock,26.0
B,4917.0,3.0405392671861478,Out of Stock,21.0
D,5144.0,3.9927999571261132,Out of Stock,27.0
B,2806.0,1.0746418845474635,Out of Stock,30.0
B,9585.0,4.723567028801993,In Stock,24.0
B,1036.0,1.3912647972450225,In Stock,39.0
B,7268.0,4.137400068629105,In Stock,35.0
C,2261.0,1.1541372750420207,Out of Stock,11.0
B,3549.0,3.2188060106962357,In Stock,1.0
B,6530.0,3.0405392671861478,In Stock,26.0
B,5024.705208333334,2.028452657691365,In Stock,37.0
B,3471.0,2.167357133037513,Out of Stock,5.0
A,3231.0,2.6480717482909797,Out of Stock,8.0
C,1260.0,3.6288100709234485,Out of Stock,43.0
B,249.0,3.0904142077624566,In Stock,26.0
B,8170.0,4.028107377373907,Out of Stock,35.0
A,2720.0,3.068155231448395,In Stock,23.0
B,8925.0,1.0070123171523289,Out of Stock,20.0
C,1250.0,2.805398279237349,Out of Stock,20.0
B,1903.0,3.0405392671861478,Out of Stock,46.0
C,8596.0,4.573302123190464,Out of Stock,35.0
C,6564.0,2.3503275400139074,In Stock,49.0
B,2905.0,3.0405392671861478,Out of Stock,27.0
B,6381.0,4.1717808137240535,Out of Stock,31.0
B,4347.0,3.0405392671861478,Out of Stock,41.0
B,614.0,3.0405392671861478,Out of Stock,13.0
B,9617.0,3.0405392671861478,Out of Stock,24.53860160233066
B,2997.0,2.94105536708034,Out of Stock,24.53860160233066
B,2577.0,3.0405392671861478,Out of Stock,49.0
A,5778.0,3.0405392671861478,In Stock,20.0
B,9697.0,3.660483930330342,In Stock,40.0
B,5024.705208333334,2.768843803112533,Out of Stock,45.0
B,4870.0,3.0405392671861478,Out of Stock,2.0
B,7087.0,4.2858110240525695,In Stock,35.0
C,3650.0,3.0405392671861478,In Stock,37.0
B,3024.0,3.0405392671861478,In Stock,16.0
B,328.0,3.0405392671861478,Out of Stock,41.0
B,9329.0,3.0405392671861478,In Stock,48.0
B,3568.0,4.1094718195275295,Out of Stock,11.0
B,7252.0,3.0405392671861478,Out of Stock,36.0
C,9119.0,2.5889490467889904,In Stock,10.0
D,8081.0,3.646534010385045,In Stock,12.0
B,5024.705208333334,3.701078772654003,In Stock,30.0
B,381.0,3.0405392671861478,Out of Stock,21.0
B,1249.0,2.5597631179162104,In Stock,49.0
B,6446.0,3.54179016457523,Out of Stock,24.53860160233066
B,5539.0,1.8096055711712258,Out of Stock,17.0
D,6778.0,3.0405392671861478,In Stock,41.0
B,7675.0,3.0405392671861478,Out of Stock,1.0
B,9236.0,3.0405392671861478,Out of Stock,15.0
B,2705.0,4.527438671193559,In Stock,7.0
D,4246.0,3.0405392671861478,Out of Stock,34.0
B,2228.0,3.189855923072394,In Stock,23.0
B,3536.0,3.0405392671861478,In Stock,13.0
B,5113.0,3.0405392671861478,Out of Stock,17.0
B,2432.0,3.0405392671861478,Out of Stock,16.0
B,5024.705208333334,1.6337096334325758,In Stock,46.0
D,434.0,3.0405392671861478,Out of Stock,6.0
B,2666.0,2.9816969896955987,In Stock,28.0
C,3215.0,2.376312443809915,In Stock,24.53860160233066
C,736.0,3.0405392671861478,In Stock,12.0
B,4650.0,1.1705236652662325,Out of Stock,11.0
B,703.0,1.3294513702033006,Out of Stock,4.0
B,620.0,3.0405392671861478,Out of Stock,33.0
A,8171.0,2.0590800553746935,Out of Stock,14.0
B,1305.0,3.0405392671861478,In Stock,38.0
B,6285.0,2.6079269196478303,In Stock,27.0
B,6551.0,4.246589691739439,In Stock,5.0
C,9566.0,3.0405392671861478,Out of Stock,1.0
C,5024.705208333334,3.0405392671861478,Out of Stock,24.53860160233066
B,9442.0,2.6907269838631973,In Stock,39.0
A,1521.0,3.0405392671861478,In Stock,29.0
B,1704.0,2.8535947570034668,In Stock,6.0
B,158.0,3.0405392671861478,Out of Stock,12.0
B,231.0,1.4444003053710293,In Stock,38.0
D,8041.0,4.2507262683713325,In Stock,5.0
D,5297.0,3.933676945392267,In Stock,5.0
B,4945.0,2.2364507255067942,Out of Stock,7.0
B,3412.0,3.0405392671861478,Out of Stock,24.0
B,3280.0,3.0405392671861478,Out of Stock,29.0
B,409.0,3.0405392671861478,Out of Stock,16.0
B,8690.0,3.0405392671861478,Out of Stock,1.0
B,3590.0,4.099343053973303,Out of Stock,24.53860160233066
D,7644.0,3.0405392671861478,Out of Stock,24.53860160233066
B,2428.0,3.0405392671861478,Out of Stock,47.0
A,5310.0,3.6491763940230895,Out of Stock,1.0
B,2699.0,4.340577472041069,Out of Stock,40.0
B,7293.0,1.9581009208137075,In Stock,29.0
B,4004.0,3.0405392671861478,Out of Stock,31.0
B,6722.0,2.419346271313845,In Stock,8.0
B,8583.0,3.0405392671861478,In Stock,31.0
B,4461.0,3.0405392671861478,In Stock,39.0
D,4888.0,3.0405392671861478,In Stock,2.0
B,8339.0,3.9183052680501245,In Stock,41.0
B,1700.0,1.3836135052314509,In Stock,13.0
B,680.0,3.0405392671861478,In Stock,18.0
B,6322.0,3.0405392671861478,Out of Stock,24.53860160233066
B,6924.0,4.068935004804429,In Stock,24.53860160233066
C,9686.0,1.7999740116247285,Out of Stock,19.0
B,8669.0,4.641905701662897,Out of Stock,12.0
B,4097.0,3.0405392671861478,Out of Stock,34.0
B,1832.0,3.0405392671861478,In Stock,28.0
B,7054.0,3.0405392671861478,Out of Stock,49.0
B,6355.0,2.7646612809993303,Out of Stock,0.0
A,1511.0,2.9675683423004284,Out of Stock,7.0
B,1545.0,2.1415727497729122,In Stock,29.0
D,828.0,2.153464497259371,Out of Stock,8.0
B,3704.0,2.936554309967718,In Stock,1.0
B,6354.0,2.872548993774975,In Stock,46.0
C,9832.0,4.967090649554048,Out of Stock,2.0
A,3726.0,3.0405392671861478,In Stock,26.0
B,7030.0,3.0405392671861478,Out of Stock,19.0
B,5769.0,3.0405392671861478,Out of Stock,18.0
B,2883.0,2.755392182553186,Out of Stock,35.0
B,7702.0,1.1597475792875311,Out of Stock,21.0
B,4437.0,3.0405392671861478,In Stock,8.0
B,7648.0,3.0405392671861478,In Stock,45.0
B,5335.0,3.0405392671861478,Out of Stock,12.0
A,6117.0,3.0405392671861478,In Stock,26.0
B,1695.0,3.1372169357305038,In Stock,7.0
B,1804.0,3.0405392671861478,In Stock,7.0
B,9951.0,3.0405392671861478,In Stock,26.0
B,4828.0,3.0405392671861478,In Stock,22.0
B,1698.0,3.0891231681012314,In Stock,11.0
C,2571.0,1.2425196422667808,In Stock,22.0
B,5024.705208333334,3.0405392671861478,Out of Stock,23.0
D,6967.0,2.9294789139842865,In Stock,39.0
A,3701.0,3.0405392671861478,In Stock,12.0
B,7606.0,3.6542273863931314,In Stock,24.53860160233066
D,5597.0,3.116135383834756,In Stock,27.0
B,1839.0,4.274956660699364,Out of Stock,16.0
B,4219.0,3.0405392671861478,In Stock,37.0
B,5608.0,4.157697336735428,Out of Stock,6.0
C,2540.0,3.0405392671861478,In Stock,40.0
B,6716.0,1.7903990305576372,In Stock,7.0
B,3722.0,3.0405392671861478,Out of Stock,37.0
C,2647.0,3.0405392671861478,In Stock,24.53860160233066
A,4104.0,3.0405392671861478,Out of Stock,39.0
B,9928.0,3.0405392671861478,In Stock,49.0
B,5712.0,2.7472448051646716,Out of Stock,45.0
B,251.0,1.0331563051446873,Out of Stock,44.0
B,889.0,3.0405392671861478,Out of Stock,45.0
C,1972.0,2.2472597886538628,In Stock,10.0
B,5429.0,4.958336197386105,In Stock,2.0
B,4415.0,1.4463942073567808,Out of Stock,45.0
B,5024.705208333334,3.0405392671861478,Out of Stock,16.0
D,2507.0,3.0405392671861478,Out of Stock,45.0
B,8945.0,4.670162360548385,Out of Stock,11.0
B,6533.0,1.3923237307536795,In Stock,32.0
B,4318.0,2.130970062385172,Out of Stock,24.53860160233066
B,2173.0,3.0405392671861478,Out of Stock,24.0
D,521.0,1.109541284390204,Out of Stock,30.0
B,3430.0,3.0405392671861478,Out of Stock,27.0
B,5024.705208333334,2.284835920474739,In Stock,28.0
B,5556.0,3.0405392671861478,In Stock,1.0
B,6689.0,1.0155582851684466,In Stock,20.0
B,5132.0,3.0405392671861478,Out of Stock,43.0
B,5475.0,3.0405392671861478,Out of Stock,13.0
B,5024.705208333334,3.0405392671861478,Out of Stock,6.0
B,3472.0,3.0405392671861478,Out of Stock,41.0
B,3430.0,3.0405392671861478,In Stock,27.0
B,5024.705208333334,3.0405392671861478,In Stock,11.0
B,8460.0,3.0405392671861478,In Stock,18.0
B,296.0,3.0405392671861478,In Stock,11.0
B,3145.0,1.8483072960896174,In Stock,15.0
B,3688.0,3.0405392671861478,In Stock,7.0
A,7243.0,3.0405392671861478,Out of Stock,7.0
A,5124.0,1.1143787592663257,In Stock,24.53860160233066
B,4924.0,4.904717380704733,Out of Stock,13.0
B,1135.0,3.0405392671861478,In Stock,42.0
D,5969.0,3.0405392671861478,Out of Stock,17.0
B,7874.0,3.0073232701661863,Out of Stock,34.0
B,317.0,3.0405392671861478,Out of Stock,27.0
B,8282.0,4.8516579645561695,Out of Stock,2.0
B,5024.705208333334,3.0405392671861478,In Stock,48.0
B,2760.0,3.705958435276843,Out of Stock,11.0
B,9501.0,3.0405392671861478,Out of Stock,15.0
B,7629.0,4.411939077388649,In Stock,3.0
B,8863.0,3.0405392671861478,In Stock,15.0
C,3465.0,3.0405392671861478,Out of Stock,40.0
A,6319.0,3.0405392671861478,Out of Stock,47.0
B,498.0,4.257966268010163,In Stock,35.0
B,3452.0,3.150789247813135,In Stock,33.0
B,1802.0,3.0405392671861478,Out of Stock,24.53860160233066
B,3066.0,3.0405392671861478,Out of Stock,34.0
B,2148.0,3.0405392671861478,In Stock,23.0
D,1083.0,3.2856516321952367,Out of Stock,28.0
B,398.0,2.1283051086160096,Out of Stock,20.0
C,4902.0,3.965778543877458,Out of Stock,31.0
B,1735.0,3.5087107241986657,In Stock,20.0
B,7213.0,3.0405392671861478,In Stock,7.0
D,2655.0,3.0405392671861478,In Stock,32.0
B,3837.0,3.0405392671861478,Out of Stock,18.0
B,6216.0,1.912289774361827,In Stock,35.0
B,6135.0,4.166996242368398,Out of Stock,40.0
B,5325.0,2.175326498491873,Out of Stock,11.0
D,9569.0,3.0405392671861478,Out of Stock,32.0
B,6993.0,3.2097938237376797,Out of Stock,40.0
A,1628.0,3.0405392671861478,Out of Stock,11.0
B,7891.0,2.2022896033094472,In Stock,47.0
B,5024.705208333334,3.0405392671861478,Out of Stock,36.0
A,8325.0,3.0405392671861478,Out of Stock,31.0
B,2570.0,3.0405392671861478,Out of Stock,16.0
B,868.0,3.0405392671861478,Out of Stock,21.0
B,9303.0,3.0405392671861478,Out of Stock,13.0
B,4147.0,4.341512883470044,In Stock,21.0
C,889.0,3.0405392671861478,In Stock,26.0
C,1466.0,2.5340613320685823,In Stock,37.0
D,5024.705208333334,4.923387095620516,In Stock,42.0
B,8984.0,2.1375805383576907,In Stock,22.0
B,5655.0,3.0405392671861478,In Stock,41.0
B,5024.705208333334,3.3686373810108745,In Stock,9.0
B,2137.0,3.0405392671861478,In Stock,26.0
B,7731.0,4.365546101525959,In Stock,32.0
A,7539.0,3.5445828926421012,In Stock,29.0
C,7340.0,3.0405392671861478,In Stock,24.53860160233066
B,4734.0,2.732656991237321,Out of Stock,0.0
C,500.0,3.0405392671861478,In Stock,43.0
B,7257.0,3.0405392671861478,In Stock,17.0
B,2359.0,4.368024012998475,In Stock,11.0
B,8785.0,3.0405392671861478,In Stock,22.0
D,7147.0,3.0405392671861478,Out of Stock,16.0
C,5707.0,1.9189810492587633,In Stock,30.0
B,2642.0,3.0405392671861478,Out of Stock,2.0
B,1889.0,3.08117485255276,Out of Stock,41.0
B,7799.0,1.6778582085029523,In Stock,21.0
B,3867.0,3.0405392671861478,In Stock,26.0
B,1940.0,1.198293259307524,Out of Stock,4.0
B,9346.0,3.6835320010152284,In Stock,39.0
C,5961.0,3.0405392671861478,Out of Stock,3.0
B,4374.0,3.0405392671861478,Out of Stock,21.0
B,5024.705208333334,3.0405392671861478,In Stock,24.0
B,5024.705208333334,1.1562068663883425,In Stock,26.0
B,2302.0,3.0405392671861478,Out of Stock,10.0
B,3818.0,4.698912084003331,Out of Stock,21.0
A,8574.0,3.0405392671861478,Out of Stock,24.53860160233066
B,684.0,2.334876059440285,Out of Stock,24.53860160233066
D,4304.0,4.590515555651416,In Stock,1.0
D,3740.0,3.6119005297256845,In Stock,16.0
D,440.0,1.003436632335775,Out of Stock,10.0
B,1519.0,3.0405392671861478,In Stock,15.0
C,8473.0,3.0405392671861478,Out of Stock,19.0
B,1786.0,3.0405392671861478,Out of Stock,14.0
B,2993.0,3.0405392671861478,Out of Stock,43.0
B,1167.0,2.5072804217173292,In Stock,47.0
C,126.0,3.0405392671861478,Out of Stock,23.0
B,7441.0,3.0405392671861478,In Stock,3.0
D,2242.0,4.464652126339724,Out of Stock,24.0
A,6244.0,3.0405392671861478,In Stock,41.0
C,4661.0,2.1020194024248116,In Stock,19.0
B,3793.0,2.055446765856242,In Stock,22.0
C,5506.0,3.0405392671861478,Out of Stock,29.0
B,187.0,1.748495445902603,Out of Stock,36.0
D,2952.0,3.0405392671861478,In Stock,34.0
C,5754.0,3.0405392671861478,In Stock,30.0
C,6194.0,1.3518798216034758,Out of Stock,45.0
B,9201.0,3.0405392671861478,In Stock,14.0
B,7054.0,3.0405392671861478,In Stock,10.0
B,4773.0,2.786519202005999,In Stock,27.0
B,6258.0,3.0405392671861478,Out of Stock,10.0
B,7028.0,3.115534583434127,Out of Stock,34.0
C,1094.0,3.0405392671861478,In Stock,48.0
D,3922.0,3.0405392671861478,Out of Stock,24.53860160233066
C,9731.0,2.1834264982629024,In Stock,12.0
B,4579.0,3.0405392671861478,In Stock,24.53860160233066
A,1034.0,3.0405392671861478,In Stock,24.53860160233066
B,7847.0,4.657849083891276,Out of Stock,46.0
D,4565.0,3.0405392671861478,Out of Stock,36.0
B,5824.0,4.146355761675798,Out of Stock,11.0
B,2462.0,2.914034020509053,Out of Stock,14.0
B,6129.0,3.373470881731988,Out of Stock,31.0
A,9599.0,3.0405392671861478,In Stock,36.0
B,6566.0,4.554351229749534,In Stock,24.0
B,8968.0,3.898796613606577,Out of Stock,7.0
B,9714.0,3.0405392671861478,Out of Stock,10.0
B,5941.0,3.0405392671861478,Out of Stock,38.0
B,3770.0,3.0405392671861478,Out of Stock,10.0
B,6479.0,2.8198421968953298,In Stock,32.0
B,4793.0,2.7051740878456276,In Stock,28.0
B,8215.0,2.290265230464118,Out of Stock,13.0
A,5024.705208333334,3.0405392671861478,In Stock,24.0
B,4844.0,3.7828755089715345,Out of Stock,49.0
B,5638.0,3.0405392671861478,In Stock,12.0
C,8823.0,1.1348564209434389,Out of Stock,24.53860160233066
B,3475.0,4.720175684741123,Out of Stock,6.0
B,4609.0,3.0405392671861478,In Stock,5.0
C,9265.0,3.0405392671861478,In Stock,23.0
C,5724.0,3.0405392671861478,Out of Stock,13.0
B,1503.0,2.8694291378048606,Out of Stock,49.0
B,4119.0,3.0405392671861478,In Stock,15.0
B,5024.705208333334,3.0405392671861478,Out of Stock,33.0
B,4799.0,3.0405392671861478,In Stock,41.0
B,3557.0,3.0405392671861478,In Stock,44.0
B,9572.0,3.0405392671861478,Out of Stock,27.0
B,3010.0,4.341961604746594,Out of Stock,41.0
B,1121.0,3.0405392671861478,Out of Stock,27.0
D,5950.0,4.415305570246785,In Stock,18.0
B,945.0,4.128949867087271,In Stock,34.0
B,7711.0,1.4110873677443294,Out of Stock,19.0
B,1762.0,2.8448276824894627,In Stock,1.0
D,6313.0,1.5522474841308491,In Stock,10.0
B,2849.0,1.8035000587695875,Out of Stock,40.0
B,3193.0,2.390867431736814,In Stock,24.53860160233066
B,6483.0,4.263628413198943,In Stock,34.0
D,6433.0,3.0405392671861478,In Stock,5.0
B,9519.0,3.060620618940357,In Stock,12.0
B,5258.0,3.0405392671861478,Out of Stock,25.0
B,5024.705208333334,3.7429605579279133,Out of Stock,27.0
B,9326.0,3.0405392671861478,Out of Stock,3.0
D,6259.0,3.0405392671861478,Out of Stock,25.0
B,134.0,2.3056786008194177,Out of Stock,45.0
D,9295.0,3.0405392671861478,In Stock,24.53860160233066
A,2838.0,3.0405392671861478,Out of Stock,25.0
B,5883.0,3.5432575144489182,Out of Stock,6.0
A,1411.0,2.2838450072484027,In Stock,9.0
B,9911.0,3.0405392671861478,In Stock,3.0
B,2896.0,3.0405392671861478,In Stock,8.0
B,604.0,3.0405392671861478,Out of Stock,22.0
C,1057.0,3.0405392671861478,Out of Stock,17.0
B,1577.0,3.0405392671861478,In Stock,14.0
D,8808.0,2.536594309582935,Out of Stock,13.0
C,2040.0,3.1521100231448433,In Stock,24.53860160233066
B,8260.0,1.2885826856726457,Out of Stock,16.0
B,2186.0,3.0405392671861478,Out of Stock,22.0
B,6944.0,3.0405392671861478,In Stock,38.0
B,4509.0,2.9483364518679456,In Stock,37.0
B,9631.0,1.1113414969003457,In Stock,23.0
B,5904.0,4.421146603344385,Out of Stock,31.0
B,997.0,4.437430898394501,In Stock,37.0
B,7000.0,4.690735015682396,In Stock,8.0
B,7579.0,3.0405392671861478,Out of Stock,20.0
C,750.0,3.0405392671861478,Out of Stock,33.0
B,3187.0,4.317107463046783,In Stock,20.0
B,5774.0,4.423889888977504,In Stock,7.0
C,6617.0,3.613701308184707,In Stock,13.0
A,3986.0,3.0405392671861478,Out of Stock,26.0
B,2066.0,3.0405392671861478,Out of Stock,42.0
B,7274.0,1.9050049332868788,In Stock,7.0
B,9418.0,3.9367554137820058,In Stock,9.0
B,7715.0,3.0405392671861478,In Stock,41.0
C,5024.705208333334,4.726100541071982,Out of Stock,42.0
A,8604.0,3.659524202196421,Out of Stock,48.0
B,9122.0,3.588629928008624,In Stock,45.0
C,4815.0,3.0405392671861478,Out of Stock,24.53860160233066
B,4242.0,1.2409129226548612,Out of Stock,23.0
B,7381.0,3.0405392671861478,Out of Stock,31.0
D,5051.0,1.4415886565640479,Out of Stock,24.53860160233066
B,3003.0,2.7162047230656294,Out of Stock,7.0
B,778.0,2.1824003744606735,In Stock,45.0
B,9470.0,3.0405392671861478,Out of Stock,1.0
A,3534.0,3.0405392671861478,In Stock,24.53860160233066
B,1535.0,4.637649325585819,Out of Stock,7.0
B,968.0,3.0405392671861478,In Stock,24.53860160233066
D,3284.0,3.0405392671861478,In Stock,24.53860160233066
B,5693.0,3.0405392671861478,In Stock,14.0
D,7759.0,3.0671954832176844,Out of Stock,39.0
A,2562.0,1.153528399592458,In Stock,35.0
D,644.0,3.0405392671861478,Out of Stock,47.0
B,5212.0,2.11340645709965,Out of Stock,42.0
B,7416.0,3.1709437574344688,In Stock,34.0
B,6262.0,3.0405392671861478,In Stock,11.0
B,9639.0,3.0405392671861478,In Stock,36.0
B,4587.0,2.7120587532119904,Out of Stock,11.0
B,3620.0,3.0405392671861478,In Stock,24.53860160233066
B,5633.0,3.0405392671861478,In Stock,45.0
B,357.0,1.4769274484803505,In Stock,21.0
B,3215.0,1.0841746532617873,Out of Stock,31.0
B,7515.0,3.0405392671861478,In Stock,1.0
B,7409.0,3.0405392671861478,Out of Stock,23.0
D,9154.0,4.271334932470041,Out of Stock,24.53860160233066
B,5141.0,3.0405392671861478,In Stock,24.0
A,4154.0,3.0405392671861478,In Stock,48.0
B,8292.0,3.7364576498141906,Out of Stock,24.53860160233066
B,3516.0,3.0405392671861478,In Stock,10.0
B,1493.0,3.5567681248311263,Out of Stock,18.0
